trackID, danceability, energy, loudness, speechiness, acousticness, instrumentalness, liveness, valence
4XDpeWqPADoWRKcUY3dC84, 0.547, 0.759, 0.9941724310590784, 0.413, 0.354, 2.15e-05, 0.676, 0.575
31YxrDJGTuKmso1z7mPWJ8, 0.848, 0.793, 0.9950740394209703, 0.0483, 0.215, 8.21e-06, 0.191, 0.582
41OEsivuDXUUKWqVPhCZzU, 0.549, 0.464, 0.9939422331794465, 0.079, 0.0652, 6.79e-06, 0.112, 0.553
5VlTQnZO89Ioku8ssdbqJk, 0.505, 0.267, 0.9895657330154907, 0.05, 0.279, 0, 0.096, 0.439
6BGNjTZ8zp9MlsIydBa7A9, 0.565, 0.0522, 0.9867369025244179, 0.0447, 0.975, 0.833, 0.116, 0.586
5aJIjLBkHl6UYB6DoSEF3n, 0.609, 0.233, 0.9907824932364026, 0.0274, 0.419, 0.018, 0.107, 0.245
1HgMgg4GAebyyBqrmcZgie, 0.407, 0.0651, 0.9834449358231332, 0.0305, 0.914, 0.0564, 0.0924, 0.358
4HBFOv0Qbc8gCfseLSPv63, 0.409, 0.225, 0.9903412806337747, 0.0345, 0.891, 0.467, 0.08, 0.0903
3uS7pHvPRtJlyukzNZGpcO, 0.399, 0.496, 0.9924445767363644, 0.0303, 0.0033, 0.00015, 0.106, 0.386
1CRq2M7Tq4dl7Bwif65doB, 0.33, 0.534, 0.9934270284012224, 0.0309, 0.365, 0.787, 0.115, 0.275
6OyRpRa1xjDNriftwh1dZR, 0.511, 0.614, 0.9946300863673943, 0.322, 0.0987, 0, 0.144, 0.95
1HkAiVdzgttlbrxvgFIlwh, 0.364, 0.374, 0.9916875271619796, 0.0327, 0.82, 1.7e-06, 0.135, 0.569
40U8d12pC5UHqmHwXjHjjl, 0.555, 0.619, 0.9935702169632554, 0.0314, 0.0323, 0.000224, 0.0917, 0.141
5XB8xpi0UsOqGUlZE0ZS5Y, 0.467, 0.76, 0.9926295571753545, 0.0527, 0.118, 0.782, 0.136, 0.171
1HTR2cbs7Nor722yzYQi63, 0.653, 0.325, 0.9904837840830707, 0.0693, 0.866, 0.034, 0.117, 0.546
11pEKMLmavDu8fxOB5QjbQ, 0.518, 0.69, 0.9947814962822713, 0.107, 0.128, 0, 0.176, 0.59
7gh2v4IHnxdiwSgA6xluhe, 0.563, 0.593, 0.9941313242948583, 0.0322, 0.192, 1.85e-05, 0.145, 0.428
5NbdN6rPwkntsk9rdHO4vl, 0.442, 0.345, 0.9905844956554097, 0.276, 0.867, 0.0352, 0.251, 0.342
4UADR6fNQfx4fxkiRQvSy2, 0.483, 0.695, 0.9952316153504802, 0.0313, 0.00461, 0.000661, 0.102, 0.294
0sgl2rOU41mAJqKWK8b438, 0.541, 0.487, 0.9943238409739554, 0.343, 0.852, 0, 0.212, 0.461
1lkg1numZf1kisxKf0b3hb, 0.621, 0.539, 0.9916409394958636, 0.0715, 0.541, 0.0136, 0.104, 0.539
4SD4ri0Msp6DxgoXKcf6ug, 0.454, 0.31, 0.9879187219957428, 0.0309, 0.858, 0.0134, 0.0848, 0.116
4HHge4zAyIw3pkrtFzmwCl, 0.49, 0.172, 0.9892313979998348, 0.0372, 0.897, 3.32e-05, 0.0753, 0.361
5jcZFcrp4Tmv3x5GkmZL88, 0.648, 0.525, 0.9949541446919954, 0.0516, 0.662, 0.063, 0.104, 0.245
4YhnS9GEW20YVBQMbBHQnu, 0.562, 0.645, 0.9955474523222372, 0.11, 0.57, 1.13e-06, 0.286, 0.363
5bdpv99KytHA6poS9wK6c2, 0.256, 0.385, 0.9928008353596045, 0.0394, 0.429, 0.0421, 0.716, 0.0552
2BChgG1GdvCgsmRqdBVHeI, 0.493, 0.546, 0.9936353026732704, 0.0285, 0.397, 0.0307, 0.614, 0.44
0RuJD7YfBO2gvj6smWkAgR, 0.522, 0.773, 0.9953453440648224, 0.22, 0.513, 0, 0.621, 0.652
3e0yTP5trHBBVvV32jwXqF, 0.472, 0.844, 0.9944882680308353, 0.054, 0.00173, 0, 0.24, 0.34
5PV4nZ040GnYh2s4HeRZHI, 0.634, 0.0818, 0.9872507370771678, 0.0439, 0.911, 0.00239, 0.117, 0.362
66dQdXAbtuPdSasezCQVZE, 0.497, 0.55, 0.9947951985370115, 0.0257, 0.847, 0.049, 0.119, 0.542
0Pt3XIwMQRukrGJWqn6g12, 0.733, 0.507, 0.9937551974022455, 0.0484, 0.0213, 0.000252, 0.107, 0.685
3pM7gfel0ho7yVJw4KK5Eq, 0.567, 0.509, 0.9915642068693196, 0.031, 0.449, 0.0684, 0.123, 0.458
1EuTbsgvXSfwiCeM8kuHbA, 0.229, 0.08, 0.985692105600493, 0.0507, 0.991, 0.939, 0.0619, 0.11
5jgEJXjECdlhzNgfITSTVm, 0.754, 0.376, 0.9938148022103644, 0.204, 0.404, 0, 0.358, 0.554
6xxvhqxfBAhAOsf8OJ5shT, 0.86, 0.662, 0.9936072130510535, 0.296, 0.0374, 8.64e-06, 0.0742, 0.482
74KVZQKnAS6LbQMC0vPVNL, 0.352, 0.296, 0.9895629925645427, 0.0341, 0.878, 0.797, 0.0912, 0.14
1hEDZvIk6Ev3xJsGJwnlwr, 0.661, 0.267, 0.9915415981489987, 0.0544, 0.9, 0.00095, 0.103, 0.237
06UkYE0SZ3Y8zGRFOuWGAe, 0.499, 0.0341, 0.9837100744523521, 0.0417, 0.923, 5.27e-05, 0.131, 0.31
1tkg4EHVoqnhR6iFEXb60y, 0.709, 0.548, 0.9931762771394804, 0.353, 0.65, 1.59e-06, 0.133, 0.543
2kyVQg00pphEufGT59M2XH, 0.528, 0.233, 0.9884702377490278, 0.0346, 0.726, 0.000108, 0.122, 0.208
04BwBjVvvHshN9RbqNXfWQ, 0.703, 0.219, 0.9891560355987647, 0.0888, 0.754, 0.863, 0.224, 0.149
6HZILIRieu8S0iqY8kIKhj, 0.638, 0.523, 0.9944293483354535, 0.357, 0.00454, 0, 0.0842, 0.422
0LbK1bodGLc9xmV1cS9jvL, 0.587, 0.624, 0.9958043695986123, 0.025, 0.161, 0.000191, 0.118, 0.251
0qdQUeKVyevrbKhAo0ibxS, 0.537, 0.701, 0.9928885297899405, 0.0335, 0.0972, 0, 0.0832, 0.583
5zjEPZozk9nxV8Kxkl0y2J, 0.689, 0.274, 0.9900802526809777, 0.0563, 0.844, 0, 0.134, 0.555
2X952hf330aokLDk64K0IM, 0.65, 0.346, 0.9936168046293714, 0.0402, 0.721, 0.000577, 0.371, 0.125
1jebCJLfROVE1K4U1GEkEW, 0.41, 0.233, 0.9917341148280956, 0.0427, 0.879, 0, 0.121, 0.209
4zHC1zzSAV2xR7OlUqo2Oz, 0.399, 0.578, 0.9967354378081952, 0.0456, 0.674, 0, 0.132, 0.433
6YM4q2BaSNMQZgSVsMT2ar, 0.83, 0.593, 0.9928433123492986, 0.241, 0.326, 2.7e-05, 0.0694, 0.62
0ZWDvjDY3OCwN300x1ktae, 0.515, 0.331, 0.9912052077951315, 0.189, 0.0854, 0.194, 0.0775, 0.216
0BiK5BbYNFLb88CCOxBFJe, 0.386, 0.762, 0.9946506397495043, 0.564, 0.122, 0, 0.527, 0.433
152lZdxL1OR0ZMW6KquMif, 0.736, 0.449, 0.9911421774233277, 0.425, 0.33, 0.000162, 0.0898, 0.326
48lNiJEM4eEhSIn4Vf80Xd, 0.491, 0.697, 0.9931290043606276, 0.372, 0.0309, 1.2e-06, 0.0997, 0.323
2O9KgUsmuon6Gycdmagc6t, 0.589, 0.484, 0.9910387254000406, 0.0742, 0.42, 0.0385, 0.109, 0.0726
3a9nOobHUvQ15xCjuEBgAR, 0.351, 0.579, 0.9938175426613124, 0.033, 0.571, 7.95e-05, 0.216, 0.929
5k0NBNbCjvdy40dTLOdt4q, 0.551, 0.727, 0.9946129585489694, 0.0287, 0.267, 0.00469, 0.912, 0.132
1vlDwedZUvYaxt2FXoYGaJ, 0.476, 0.493, 0.9936031023746313, 0.0346, 0.178, 2.2e-06, 0.353, 0.412
3kQ2V2PH1c36a7Sy4ks8Yk, 0.614, 0.228, 0.9906262875323666, 0.0307, 0.883, 0.00055, 0.127, 0.546
2JRrExulyTlO4eOFNoZPnp, 0.63, 0.797, 0.9953871359417793, 0.288, 0.791, 2.22e-06, 0.142, 0.545
6LUfuyLgvgqrykiTE6sJHY, 0.686, 0.751, 0.9950575967152823, 0.0604, 0.00604, 0.000849, 0.0979, 0.851
3lecA86POu0jRaFIubASoT, 0.86, 0.54, 0.9932598608933945, 0.312, 0.0441, 7.94e-06, 0.415, 0.25
6MTA4AwgmjVASTXpBEwvn8, 0.692, 0.655, 0.9950500604751753, 0.0482, 0.0224, 0.0519, 0.11, 0.4
2LlQb7Uoj1kKyGhlkBf9aC, 0.771, 0.687, 0.9922712432139036, 0.0693, 0.0318, 0.000225, 0.89, 0.783
53l4LGUeZKCDZI1u25kQDN, 0.786, 0.547, 0.9911736926092296, 0.262, 0.0397, 0.272, 0.0378, 0.683
0PMOhtOyULFeMjjDj3fVcg, 0.534, 0.859, 0.9948472671050234, 0.111, 0.00127, 0.0134, 0.344, 0.655
585zN2tYpnyQzazKStFCn6, 0.681, 0.299, 0.984881617232622, 0.0487, 0.753, 0.421, 0.234, 0.936
0q6LuUqGLUiCPP1cbdwFs3, 0.689, 0.739, 0.9950144346128514, 0.026, 1.51e-05, 0.509, 0.064, 0.578
2sOOXgEGB7nhKO8mmc1GhI, 0.406, 0.368, 0.9946718782443513, 0.0296, 0.784, 0, 0.354, 0.707
1SuARKvuENeQMM1wVejqmR, 0.454, 0.385, 0.9901919260571087, 0.0313, 0.287, 9.97e-05, 0.0616, 0.144
1jzIJcHCXneHw7ojC6LXiF, 0.538, 0.612, 0.9948705609380813, 0.424, 0.308, 0, 0.213, 0.684
5dqNCR3ANsOIMeQLpk54wU, 0.465, 0.213, 0.9920184366139506, 0.0323, 0.856, 0.00557, 0.0863, 0.0803
48V3fV60uzSwWcW6Hd9wu9, 0.447, 0.304, 0.9921266844263966, 0.0468, 0.805, 0, 0.065, 0.402
1vtzkOw8P8DHt14kHL2ECF, 0.541, 0.352, 0.9891108181581227, 0.0392, 0.824, 0.623, 0.575, 0.33
2jTstlw1ePpfraqyiO1aNo, 0.757, 0.716, 0.9947376490671034, 0.238, 0.335, 1.79e-05, 0.149, 0.537
7lW2HbFRh65PMz82J7mPnb, 0.605, 0.443, 0.9899713197557947, 0.0351, 0.611, 0.0917, 0.111, 0.196
17q2kvipvoCK4lX9n21zht, 0.659, 0.479, 0.9940881621924275, 0.138, 0.108, 0, 0.311, 0.472
48jV8AW50589btXi0Hs5f4, 0.745, 0.387, 0.9901987771844786, 0.0327, 0.179, 0.00633, 0.0736, 0.772
64gMfhBQqlqaEKis6ole38, 0.483, 0.279, 0.9904646009264347, 0.0332, 0.688, 0.504, 0.277, 0.158
20m8ZHA6Jevqo1xnhQffQu, 0.733, 0.743, 0.9955385458566564, 0.371, 0.00494, 0, 0.261, 0.623
0CBT0eSGnfOJdtctUcY4Qx, 0.474, 0.672, 0.9951281633271933, 0.0257, 0.0101, 0.299, 0.489, 0.313
1jeMTZPNml2dFcfB08Q6cJ, 0.422, 0.122, 0.9860401428708889, 0.0388, 0.923, 0.000276, 0.117, 0.273
6J36Vu4P6ub8bwgVPcBKgp, 0.443, 0.631, 0.9920047343592105, 0.305, 0.491, 0.00226, 0.664, 0.122
6CUd1vAgBaRiimFDJblyFb, 0.55, 0.76, 0.9964552266987623, 0.219, 0.358, 0, 0.59, 0.509
07aErit0MWGEqyhCwxmt3u, 0.516, 0.439, 0.9949061868004054, 0.033, 0.319, 0, 0.359, 0.165
3nj43eJ93sld7RHsIegCUI, 0.794, 0.56, 0.9945478728389544, 0.0319, 0.367, 0.0107, 0.0371, 0.963
3M7Uzdz67KGdknx32Ihztj, 0.667, 0.221, 0.9923349586984445, 0.192, 0.379, 0.00746, 0.048, 0.128
5SjtAe7xzUgHDtNTmt8zS7, 0.738, 0.533, 0.9937764358970924, 0.0492, 0.183, 0.000252, 0.115, 0.262
0UTyLmkQgPOEIz95OVAJTR, 0.667, 0.582, 0.9950274517548544, 0.267, 0.00466, 0, 0.124, 0.141
5ToJzoVfLYyF7ohMOBNObi, 0.503, 0.536, 0.9940422596390484, 0.0259, 0.642, 0.00143, 0.111, 0.21
36apwMphkcaS63LY3JJMPh, 0.663, 0.703, 0.9906879476786966, 0.0562, 0.187, 0.326, 0.319, 0.299
6s0Q24swzOnG7NRw2mGnQh, 0.467, 0.192, 0.9884092627154348, 0.0464, 0.739, 0, 0.0993, 0.637
54qG9hpUjLgkgTJQ9qvB1P, 0.633, 0.417, 0.9927535625807514, 0.0265, 0.3, 3.06e-06, 0.114, 0.506
50jMtIGnaAz23WUUc98veI, 0.387, 0.395, 0.9909976186358206, 0.156, 0.729, 0.000285, 0.0829, 0.307
4DD08d0HLC2TxUKfTTj39F, 0.452, 0.33, 0.9916539566378666, 0.0393, 0.32, 0.0818, 0.525, 0.17
0dL4mzmOh1RCr8gZxqk5oK, 0.271, 0.208, 0.9900144818582256, 0.0394, 0.82, 2.98e-05, 0.247, 0.188
2TyAlheP3A3UMnXGvqElU9, 0.557, 0.614, 0.9928960660300475, 0.125, 0.42, 0.185, 0.219, 0.498
7GWAIzOmt5iznpu8RbSiSI, 0.869, 0.479, 0.9923527716296066, 0.128, 0.0374, 0.0168, 0.0641, 0.388
3HeHUhpH7heTjyJU5pBnBp, 0.684, 0.54, 0.9931283192478905, 0.0654, 0.0429, 3.39e-06, 0.461, 0.583
5PX4uS1LqlWEPL69phPVQQ, 0.722, 0.687, 0.9954398896225283, 0.0556, 0.00949, 0.00413, 0.0462, 0.619
7nCONy10IHp7XD3oYZ0lcx, 0.603, 0.944, 0.9965107208304592, 0.347, 0.0481, 0, 0.342, 0.418
2dh4Ff65vPJmRkc4Xw2K4w, 0.626, 0.759, 0.9939490843068164, 0.0478, 0.28, 2.92e-06, 0.0894, 0.781
6p3HuYPoRBzhyBPErnyNbr, 0.677, 0.502, 0.9927364347623265, 0.0222, 0.351, 1.33e-06, 0.0853, 0.546
1CgmY8fVN7kstVDZmsdM5k, 0.894, 0.67, 0.9925507692105996, 0.0474, 0.172, 0.000363, 0.0691, 0.961
6yKkA8HzwWTZ5taIMaG4Nm, 0.395, 0.121, 0.9829448035251233, 0.0327, 0.935, 0.397, 0.697, 0.139
1JChAVBRuiRTPvDJyK6JWB, 0.304, 0.133, 0.9904563795735906, 0.0341, 0.984, 0.926, 0.136, 0.188
0iFOG4Ki9aDmJUYUFHQlPG, 0.894, 0.404, 0.9949438680009404, 0.13, 0.453, 1.57e-06, 0.0801, 0.759
1XMUxwgVD7E4gEXlbfMVm6, 0.258, 0.764, 0.9943286367631144, 0.0831, 0.227, 0.000942, 0.314, 0.1
73pMiWQ3YfpXyuqf0gFleS, 0.695, 0.394, 0.9911031259973185, 0.0435, 0.701, 0.0674, 0.122, 0.27
1BYZxKSf0aTxp8ZFoeyM3d, 0.566, 0.366, 0.9902200156793257, 0.028, 0.113, 0.181, 0.155, 0.237
6wIjQNc12WD1EoTlX0VmM6, 0.666, 0.748, 0.9957728544127102, 0.0393, 0.18, 0.451, 0.167, 0.604
271xOXIZAV1Oc2cZJ5Tnoi, 0.374, 0.25, 0.9914689761988765, 0.0397, 0.936, 0.00881, 0.114, 0.0632
3lB0GMiI5KxDbTOG8V3bOx, 0.529, 0.894, 0.9965292188743582, 0.0412, 0.308, 5.38e-06, 0.254, 0.543
52tvXq36tNlw1SdjjIvVHb, 0.49, 0.394, 0.9886360350313819, 0.0365, 0.724, 0.808, 0.131, 0.316
0jHkgTtTaqg5LNCiYDQPUB, 0.55, 0.611, 0.9916936931766126, 0.0443, 0.0392, 0, 0.0631, 0.626
7BUnSvQPU5m830Et7fLAZt, 0.588, 0.448, 0.9911181984775326, 0.0545, 0.793, 0.567, 0.0931, 0.547
3yhhv0VCmKkAWD9ysDLpTE, 0.826, 0.655, 0.9957235262956463, 0.3, 0.000761, 0, 0.0841, 0.45
07VBqWH6NG8L2ad3l84UKk, 0.353, 0.686, 0.9950870565629734, 0.0534, 0.00216, 0, 0.123, 0.177
13QU8HBEBaSTZGq1HzQe9S, 0.584, 0.306, 0.9932393075112844, 0.0271, 0.52, 0, 0.12, 0.096
0AzacpqYhvdOSbFvJ6eCKr, 0.811, 0.401, 0.9956317211888883, 0.0409, 0.105, 0, 0.0785, 0.815
6VRcAPCdpMviIpZzfdiO3G, 0.678, 0.755, 0.9957872417801874, 0.0461, 0.0926, 0.0311, 0.117, 0.573
62Q6bnB2PzTFLqfpq2DYrB, 0.407, 0.276, 0.9910435211891996, 0.0426, 0.668, 0.817, 0.519, 0.116
6Jl3ZOX6MUOlyoUc721bsX, 0.567, 0.263, 0.9897390665379517, 0.103, 0.891, 0, 0.183, 0.247
3rBOkpPCniY6AxOIavGGsg, 0.64, 0.394, 0.9902898971784997, 0.152, 0.504, 0.00157, 0.0671, 0.477
1yaEIBb1Ify3Yrun7Dbcb0, 0.334, 0.0849, 0.9852872039729261, 0.0484, 0.931, 0.00194, 0.109, 0.194
5HLes17mwCwKt81mi0Tk35, 0.27, 0.83, 0.9958489019265172, 0.0741, 0.00956, 0.434, 0.142, 0.205
7s7RKkD7WNxukpfsxjRfNf, 0.549, 0.645, 0.9945780177993824, 0.0295, 0.533, 0.00234, 0.637, 0.82
5SG2BVsZr0W7cFAkjh60TT, 0.747, 0.614, 0.9943642626254383, 0.0256, 0.00326, 0.561, 0.185, 0.843
3L1xhyHXiZe3Pmz43zVAWH, 0.407, 0.229, 0.987092476034921, 0.0302, 0.535, 0.012, 0.102, 0.328
0YxnbtwxRIm6kV89Ljzg0L, 0.935, 0.579, 0.9939305862629175, 0.112, 0.139, 1.43e-06, 0.11, 0.339
5SOV1dyQQJx98X4yY17bCI, 0.426, 0.243, 0.9897616752582726, 0.036, 0.815, 0.112, 0.134, 0.215
5uWDUe75h2FHLZyMX9r5sp, 0.768, 0.354, 0.9924973304171134, 0.0539, 0.592, 0, 0.399, 0.793
141LwS206NWrznXif17PJB, 0.482, 0.268, 0.9914963807083566, 0.046, 0.865, 0, 0.131, 0.511
4XfbOZ59aqUvF94cXpqbNX, 0.465, 0.687, 0.9917197274606186, 0.0392, 0.044, 0.000663, 0.34, 0.66
34zhjduFdQFhkRUJ230h9T, 0.496, 0.127, 0.9892588025093147, 0.0382, 0.927, 7.07e-05, 0.132, 0.211
7udJESHhtJ6k2TW9XfiwES, 0.634, 0.814, 0.9938874241604864, 0.299, 0.257, 0, 0.624, 0.879
0F6pFZDlQSiQBWsjQZFbTH, 0.514, 0.444, 0.9929316918923714, 0.0238, 0.236, 2.5e-06, 0.473, 0.524
5V9lnDn1hePoudMfKfCTNl, 0.543, 0.551, 0.9918834694047616, 0.437, 0.741, 5.35e-05, 0.583, 0.638
3KkXRkHbMCARz0aVfEt68P, 0.76, 0.479, 0.9951761212187833, 0.0466, 0.556, 0, 0.0703, 0.913
5UaJ4zxtCIi5WZomhoZIeq, 0.5, 0.142, 0.986568364791116, 0.0402, 0.935, 0.00429, 0.106, 0.415
3rANzj4jmgcaKKAxVMk775, 0.334, 0.411, 0.9922232853223136, 0.0529, 0.665, 0, 0.941, 0.0856
1bUrHypxF7NxE1c5hhsnJ8, 0.446, 0.341, 0.9877611460662329, 0.0547, 0.952, 0.933, 0.144, 0.202
5RKm8AUGMDZ8XTDTzE4BCR, 0.701, 0.558, 0.9901864451552127, 0.0273, 0.00182, 0.141, 0.0967, 0.899
4UbdYUgzorrYYrf9Y0sMEl, 0.716, 0.659, 0.9921342206665035, 0.303, 0.0961, 0.0102, 0.19, 0.454
0mRtv3pnmPiN2mDMzYzWt2, 0.399, 0.743, 0.9959585199644372, 0.379, 0.0621, 0, 0.156, 0.569
6OYj0wpD7HSuhrH1kAfVRG, 0.651, 0.516, 0.9938757772439574, 0.0311, 0.19, 1.91e-05, 0.118, 0.124
3Ika1afPnLLHTvuSHKGY02, 0.372, 0.384, 0.9930872124836705, 0.0279, 0.939, 0.00845, 0.0928, 0.257
2mrZYZGmPFV3QOyYPZ1zsn, 0.552, 0.733, 0.9942690319549954, 0.0933, 0.0209, 0, 0.0858, 0.643
5mhl1LKUCh4mOdPwh0WwMM, 0.233, 0.108, 0.9873096567725498, 0.0341, 0.929, 0.767, 0.109, 0.148
547DBSmURHs1EjJlC4zviI, 0.588, 0.409, 0.9938517982981623, 0.048, 0.453, 5.07e-06, 0.0726, 0.262
1F7ZElvJAvWKQ7UaPXg9cF, 0.558, 0.632, 0.9932817845009785, 0.284, 0.832, 0.105, 0.198, 0.519
6kP9VycsImqweQx1pi4i4W, 0.425, 0.695, 0.9966957012694493, 0.0502, 0.142, 0.00116, 0.0926, 0.468
2fDdW9LPYBD5KwYXRYpWce, 0.68, 0.62, 0.9928590699422495, 0.0521, 0.179, 1.92e-06, 0.0587, 0.869
2tWBZI1WvBNaUzA7e8jzHW, 0.776, 0.504, 0.9912874213235715, 0.0372, 0.55, 0, 0.0743, 0.821
35KV2Nuib6jPMVN00O8iba, 0.643, 0.646, 0.9973218943110672, 0.0629, 0.0393, 0, 0.109, 0.35
7Jj0E7eUXrOOVX0yD89FhC, 0.47, 0.201, 0.9909825461556067, 0.0497, 0.967, 0, 0.29, 0.393
7L4G39PVgMfaeHRyi1ML7y, 0.463, 0.273, 0.9884688675235538, 0.074, 0.907, 0.000367, 0.101, 0.293
61gjdUMePfAOD5p0gnGvfv, 0.487, 0.336, 0.9929618368527995, 0.0311, 0.882, 0.00084, 0.27, 0.172
3Yh64aiu2ANBwDFztyPDkT, 0.43, 0.498, 0.9926898470962106, 0.0618, 0.23, 0.000164, 0.113, 0.655
18t9EUBOfOPRv4nrJUpRAq, 0.838, 0.536, 0.9946869507245655, 0.0435, 0.072, 0.000259, 0.208, 0.89
6FgkNsnyK4JujUKkvgLGtL, 0.623, 0.177, 0.985957244229712, 0.0278, 0.662, 2.82e-05, 0.113, 0.495
6ihP7iEFdyiOYX9wkkmh77, 0.23, 0.248, 0.9908236000006225, 0.0352, 0.73, 7.13e-05, 0.362, 0.0473
3DlgDXIYtnWtJKiB8bZQMv, 0.777, 0.662, 0.9932447884131804, 0.27, 0.536, 4.61e-06, 0.593, 0.634
1RGasjWLZ4qMN7wbtkLa3u, 0.692, 0.394, 0.9930036287297564, 0.207, 0.472, 0.000191, 0.117, 0.324
1wRzEG11YGddzqes7n2L2f, 0.354, 0.115, 0.9807723110360964, 0.0621, 0.778, 0, 0.437, 0.174
36dRGk4xB4VlCdaB0eagnH, 0.648, 0.16, 0.9922842603559066, 0.254, 0.934, 0, 0.0727, 0.597
1glyXSXED2SPGTZzcGnS2D, 0.499, 0.0867, 0.9860600111402619, 0.0385, 0.992, 4.02e-05, 0.132, 0.252
0pA0rcw7ci5X5XHrnBpkdn, 0.632, 0.792, 0.9944430505901933, 0.0864, 0.0207, 0, 0.666, 0.539
3N3w5gL6yygktzLSYOZ4sQ, 0.411, 0.0892, 0.9840026175910511, 0.0378, 0.966, 0.717, 0.105, 0.328
4HHaVaX9ixhiYJicivNEfz, 0.746, 0.641, 0.9953700081233544, 0.258, 0.43, 0, 0.0787, 0.637
39kuVkJjfRjXqUpAtkDItK, 0.584, 0.185, 0.9894129528751399, 0.035, 0.959, 0.0072, 0.105, 0.376
2sBKLT7bFa38yVAYxYltUX, 0.36, 0.209, 0.9919430742128805, 0.0355, 0.967, 0.00326, 0.153, 0.227
3IbZO1Ml6LyntT83JZ2VG4, 0.383, 0.171, 0.985964095357082, 0.0365, 0.946, 0.563, 0.124, 0.251
5i2sgqnzaxYpvXmGAB592h, 0.524, 0.108, 0.9864155846507648, 0.0493, 0.957, 0.00123, 0.139, 0.322
6x93hzBoL7HpirMN2P48co, 0.469, 0.697, 0.9950110090491663, 0.0312, 0.0127, 0.000116, 0.329, 0.362
1bkThvP1Se34C8i94Mbofc, 0.512, 0.278, 0.9870506841579638, 0.04, 0.868, 2.79e-06, 0.166, 0.56
3I0FBDc1c1BLNtXWKVjmFg, 0.667, 0.508, 0.9919129292524526, 0.451, 0.341, 0, 0.644, 0.093
6BDZ7gY8WT9BaVQAljmuWM, 0.369, 0.152, 0.9895794352702307, 0.0341, 0.924, 0.0266, 0.108, 0.17
02tvc9CFnTyHuSRlGeNv9w, 0.608, 0.305, 0.9893780121255527, 0.053, 0.653, 0, 0.103, 0.222
2LyKrhWYMH5cIiYMXMKoQC, 0.746, 0.606, 0.9906358791106847, 0.0589, 0.139, 4.62e-05, 0.0558, 0.966
3FKJaFrmNNDuYeUSY8HhmF, 0.83, 0.516, 0.9929399132452156, 0.037, 0.309, 0.0607, 0.108, 0.655
0fgvWKsYxJysNiQDW53KJv, 0.365, 0.345, 0.9928042609232894, 0.0306, 0.597, 0.139, 0.13, 0.124
3vM1iebZltEVAG5GY3l5l4, 0.849, 0.288, 0.9921376462301885, 0.0584, 0.758, 0, 0.183, 0.87
1wqY9aBKQqJx9eogEI0npH, 0.635, 0.457, 0.9927912437812865, 0.102, 0.577, 0.283, 0.102, 0.718
41JBXtssxYuLMyiBwwlnY6, 0.689, 0.408, 0.9909249966856987, 0.0304, 0.47, 3.06e-06, 0.253, 0.866
2soBvUQBf5rbMj9HIyhzzK, 0.751, 0.776, 0.9922116384057846, 0.074, 0.0135, 0.000928, 0.698, 0.66
7CDzae9TaAywrO1VSZOt4c, 0.561, 0.317, 0.9938223384504715, 0.0325, 0.723, 0.000729, 0.18, 0.0678
3vHZogGuw36HLk1BeGLhZq, 0.589, 0.224, 0.9911147729138475, 0.0415, 0.882, 0.000428, 0.118, 0.536
7EqkRbqgDpo84SknnUGBEz, 0.465, 0.696, 0.9940086891149353, 0.128, 0.0128, 0, 0.0646, 0.541
3UxDyQ1pIVaeFgPcn3vmwT, 0.519, 0.561, 0.9919492402275135, 0.0724, 0.617, 0.00145, 0.281, 0.685
1aOxOpH4AkGAd8OMrKjyNY, 0.579, 0.714, 0.9959427623714863, 0.0347, 0.00258, 0.0269, 0.111, 0.299
40M4S2jeXc9zlPSHAPTjr1, 0.862, 0.318, 0.9915511897273166, 0.0802, 0.0847, 0.0648, 0.102, 0.751
2J8h6CYjgekMZ6YLzNxG1g, 0.785, 0.392, 0.9934811523074455, 0.102, 0.703, 7.07e-05, 0.123, 0.845
4pyR2RnK5A5vryIgQOcGis, 0.452, 0.361, 0.9932824696137156, 0.0324, 0.782, 0.00141, 0.195, 0.214
0PZRlp2wrQDausamlangtw, 0.732, 0.366, 0.9931022849638845, 0.0568, 0.568, 0.000593, 0.194, 0.544
4Vqd7MuPVrciqRS3EzhKWb, 0.766, 0.851, 0.9956851599823743, 0.0786, 0.00402, 0.000744, 0.256, 0.8
3IB89bAf5k60jLUFoWAmn1, 0.538, 0.463, 0.9896959044355207, 0.038, 0.0946, 0.000304, 0.114, 0.207
5f2fggEm9i4oQKgR9g9AY6, 0.502, 0.486, 0.9925473436469145, 0.0368, 0.222, 0.000238, 0.408, 0.413
4z9KVNX4hmk672SJfhtQNz, 0.236, 0.511, 0.9916039434080656, 0.0442, 0.407, 0.281, 0.346, 0.227
5jf5mhtgQ3uaLE8wv3Xg0K, 0.484, 0.229, 0.9888217005831088, 0.0471, 0.782, 6e-06, 0.122, 0.226
6gvqSzbef5bq2X8SFt349y, 0.608, 0.207, 0.9928234440799254, 0.034, 0.966, 2.31e-06, 0.0796, 0.23
5EZhrCXl5WOerBG2lrFCqw, 0.4, 0.756, 0.9940744599376874, 0.0595, 0.021, 2.6e-05, 0.123, 0.0934
3s8GJ1A9ujxsKcLaJ2wY7Q, 0.365, 0.277, 0.9905940872337277, 0.0353, 0.541, 2.87e-05, 0.38, 0.2
